course_id,title,job_role,skills_required,sub_skills_required,description,subdomain_id,subdomain_name
KEA0018,Level 1 Certification Preparation Workshop MS ISO 37001 2016,,,,"This course offers a deep dive into Level 1, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Level practices.",14,
WZA0001,Outstanding,,,,"Explore the nuances of Outstanding with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",35,
BZA0006,Images and skills,,,,"This course offers a deep dive into Images and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Images practices.",35,
BZA0011,Professionalism Solid Self,,,,"This course offers a deep dive into Professionalism Solid, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Professionalism practices.",35,
WZA0049,Professionalism Solid Self,,,,"This course offers a deep dive into Professionalism Solid, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Professionalism practices.",35,
WZA0026,Images and skills,,,,"This course offers a deep dive into Images and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Images practices.",35,
WZA0047,Public Service Work Ethics The role of supervisors,,,,"This course offers a deep dive into Public Service, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Public practices.",35,
TZA0004,Images and skills,,,,"This course offers a deep dive into Images and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Images practices.",35,
WZA0028,Implied communication (non-verbal),,,,"This course offers a deep dive into Implied communication, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Implied practices.",35,
TZA0038,Mind Transformation Program,,,,"This course offers a deep dive into Mind Transformation, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mind practices.",35,
WZA0016,Effective communication,,,,"Explore the nuances of Effective communication with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",35,
BZA0027,Nation,,,,"Explore the nuances of Nation with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",35,
TZA0036,The construction of a professional image,,,,"This course offers a deep dive into The construction, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",35,
UZA0019,Professionalism Solid Self,,,,"This course offers a deep dive into Professionalism Solid, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Professionalism practices.",35,
TZA0043,The strengthening of the virtual team,,,,"This course offers a deep dive into The strengthening, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",35,
KEA0001,Gamification work ethics,,,,"This course offers a deep dive into Gamification work, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Gamification practices.",35,
SZA0018,Smart integrity,,,,"Explore the nuances of Smart integrity with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",35,
KEA0005,Smart integrity,,,,"Explore the nuances of Smart integrity with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",35,
SZA0002,Gamification work ethics,,,,"This course offers a deep dive into Gamification work, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Gamification practices.",35,
UZA0029,Public speaking,,,,"Explore the nuances of Public speaking with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",35,
UZA0034,Nation,,,,"Explore the nuances of Nation with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",35,
KNA0007,High impact performances,,,,"This course offers a deep dive into High impact, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of High practices.",35,
WZA0025,A caliber front row officer,,,,"This course offers a deep dive into A caliber, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of A practices.",35,
SZA0028,Effective communication,,,,"Explore the nuances of Effective communication with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",35,
WZA0024,Understanding conflicts at work,,,,"This course offers a deep dive into Understanding conflicts, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Understanding practices.",35,
WZA0020,Intelligence of the front -line staff mind,,,,"This course offers a deep dive into Intelligence of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Intelligence practices.",35,
BZA0035,Effective communication,,,,"Explore the nuances of Effective communication with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",35,
BZA0036,Implied communication (non-verbal),,,,"This course offers a deep dive into Implied communication, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Implied practices.",35,
IIA0004,Writing techniques on social media,,,,"This course offers a deep dive into Writing techniques, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Writing practices.",35,
CCA0006,"Pre -Akrab Public Service Guidance (AKRAB) Program Level 2, Department of Agriculture",,,,"This course offers a deep dive into Pre -Akrab, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Pre practices.",35,
UZA0023,Image and skill,,,,"This course offers a deep dive into Image and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Image practices.",35,
DDA0037,Intensive Implementing Group Enhancement,,,,"This course offers a deep dive into Intensive Implementing, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Intensive practices.",35,
IIA0029,Image & Self -Skills Webinar,,,,"This course offers a deep dive into Image &, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Image practices.",35,
UZA0064,Santun held a ceremony,,,,"This course offers a deep dive into Santun held, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Santun practices.",35,
TZA0062,Gamification in Personnel Supervision,,,,"This course offers a deep dive into Gamification in, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Gamification practices.",35,
EEA0066,Think outside the box,,,,"This course offers a deep dive into Think outside, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Think practices.",35,
SZA0022,Awesome and Ideal Secretary,,,,"This course offers a deep dive into Awesome and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Awesome practices.",35,
FZA0010,The basis of entrepreneurship,,,,"This course offers a deep dive into The basis, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",37,
CCA0067,Business Planning Management by Focused Crop,,,,"This course offers a deep dive into Business Planning, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Business practices.",37,
BZA0007,Government Store Management Procedure,,,,"This course offers a deep dive into Government Store, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",41,
BZA0025,Moving Asset Management,,,,"This course offers a deep dive into Moving Asset, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Moving practices.",41,
SZA0008,Government Asset Management Procedures,,,,"This course offers a deep dive into Government Asset, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",41,
TZA0008,Government Asset Management,,,,"This course offers a deep dive into Government Asset, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",41,
SZA0005,Government Store Management,,,,"This course offers a deep dive into Government Store, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",41,
UZA0004,Government Asset Management,,,,"This course offers a deep dive into Government Asset, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",41,
UZA0006,Store Management Procedures in National Financial Management,,,,"This course offers a deep dive into Store Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Store practices.",41,
KFA0006,Moving Asset Management,,,,"This course offers a deep dive into Moving Asset, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Moving practices.",41,
TZA0014,Store Management System,,,,"This course offers a deep dive into Store Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Store practices.",41,
TZA0013,Asset Management System,,,,"This course offers a deep dive into Asset Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Asset practices.",41,
KFA0030,Disposal of government assets,,,,"This course offers a deep dive into Disposal of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Disposal practices.",41,
KFA0029,Delete government assets,,,,"This course offers a deep dive into Delete government, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Delete practices.",41,
UZA0052,Government Asset Management System (SPAA 3.1) SPS,,,,"This course offers a deep dive into Government Asset, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",41,
UZA0053,Government Asset Management System (SPAA 3.1) SPA,,,,"This course offers a deep dive into Government Asset, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",41,
KFA0034,Introduction of government asset management,,,,"This course offers a deep dive into Introduction of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",41,
KFA0041,Asset Management System (SPA),,,,"This course offers a deep dive into Asset Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Asset practices.",41,
SZA0058,Government Asset Management,,,,"This course offers a deep dive into Government Asset, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",41,
UZA0069,Tips & Tricks Disposal of Government Assets & Stocks,,,,"This course offers a deep dive into Tips &, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Tips practices.",41,
KFA0048,Store Management System (SPS),,,,"This course offers a deep dive into Store Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Store practices.",41,
TZA0007,Store Management Procedures in National Financial Management,,,,"This course offers a deep dive into Store Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Store practices.",42,
UZA0035,The basis of accrual accounting,,,,"This course offers a deep dive into The basis, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",42,
TZA0012,The basis of accrual accounting,,,,"This course offers a deep dive into The basis, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",42,
KFA0007,Accrual accounting (basic),,,,"This course offers a deep dive into Accrual accounting, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Accrual practices.",42,
KFA0001,Analysis of financial statements,,,,"This course offers a deep dive into Analysis of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Analysis practices.",42,
WZA0039,The basis of accrual accounting,,,,"This course offers a deep dive into The basis, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",42,
KFE1002,National Governance DPA DPA Module (National Budgetary Governance),,,,"This course offers a deep dive into National Governance, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of National practices.",42,
BZA0022,Financial Procedures (Basic),,,,"This course offers a deep dive into Financial Procedures, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Financial practices.",42,
KFA0003,Outcome -Based Budget Management (OBB),,,,"This course offers a deep dive into Outcome -Based, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Outcome practices.",42,
KFA0002,PENILAIAN KEWANGAN BAGI PROJEK AWAM,,,,"This course offers a deep dive into PENILAIAN KEWANGAN, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of PENILAIAN practices.",42,
TZA0045,Workshop Purification List of Accountability Index Based on Audit Findings,,,,"This course offers a deep dive into Workshop Purification, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Workshop practices.",42,
CCA0005,PENGURUSAN DAN PENYIMPANAN REKOD PERNIAGAAN,,,,"This course offers a deep dive into PENGURUSAN DAN, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of PENGURUSAN practices.",42,
BZA0046,Best Integrity and Governance in Government Financial Management,,,,"This course offers a deep dive into Best Integrity, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Best practices.",42,
IIA0016,National Financial Management & Budget,,,,"This course offers a deep dive into National Financial, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of National practices.",42,
TZA0053,Empowerment of movable asset management auditee,,,,"This course offers a deep dive into Empowerment of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Empowerment practices.",42,
BZA0068,Analysis of financial statements,,,,"This course offers a deep dive into Analysis of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Analysis practices.",42,
KFA0043,Cost Benefit Analysis),,,,"This course offers a deep dive into Cost Benefit, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Cost practices.",42,
KFA0044,Introduction of public financial management,,,,"This course offers a deep dive into Introduction of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",42,
KFA0046,Government contract administration,,,,"This course offers a deep dive into Government contract, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",42,
KFA0047,Government Procurement Basics (Work),,,,"This course offers a deep dive into Government Procurement, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",42,
EEA0061,Financial Management Procedures,,,,"This course offers a deep dive into Financial Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Financial practices.",42,
DDA0058,Budget Preparation and Management (Management Provision),,,,"This course offers a deep dive into Budget Preparation, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Budget practices.",42,
WZA0071,ANALISIS PENYATA KEWANGAN,,,,"This course offers a deep dive into ANALISIS PENYATA, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of ANALISIS practices.",42,
BZA0075,Professional driver,,,,"Explore the nuances of Professional driver with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",42,
BZA0008,Government procurement management,,,,"This course offers a deep dive into Government procurement, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",48,
WZA0023,Government procurement management,,,,"This course offers a deep dive into Government procurement, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",48,
KFA0008,Government Procurement Basics (Supply and Services),,,,"This course offers a deep dive into Government Procurement, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",48,
KFB0001,Government Procurement Certificate (SPPK) Certificate of Supply & Services,,,,"This course offers a deep dive into Government Procurement, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",48,
TZA0009,Government procurement management,,,,"This course offers a deep dive into Government procurement, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",48,
UZA0005,Government procurement management,,,,"This course offers a deep dive into Government procurement, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",48,
KFB0002,Government Procurement Certificate (SPPK) Certificate of Work,,,,"This course offers a deep dive into Government Procurement, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",48,
KFB0003,Government Procurement Certificate (SPPK) Certificate of Consultant,,,,"This course offers a deep dive into Government Procurement, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",48,
KFA0026,e-Perolehan,,,,"Explore the nuances of e-Perolehan with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",48,
FZA0009,Preparation of Specifications and Quotation Scoring Scheme/Tender,,,,"This course offers a deep dive into Preparation of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Preparation practices.",48,
IIA0002,"Government Procurement Management (Direct Purchase, Quotation, Tender & Contract Management)",,,,"This course offers a deep dive into Government Procurement, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",48,
KFA0033,Preparation of Specifications and Quotation Scoring Scheme/ Tender,,,,"This course offers a deep dive into Preparation of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Preparation practices.",48,
IIA0010,Procurement Management - Letter of Acceptance (SST) and Contract,,,,"This course offers a deep dive into Procurement Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Procurement practices.",48,
SZA0046,PENGURUSAN PEROLEHAN KERAJAAN,,,,"This course offers a deep dive into PENGURUSAN PEROLEHAN, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of PENGURUSAN practices.",48,
KFB0006,PEROLEHAN KERAJAAN PROSEDUR RUNDINGAN TERUS DAN PENGECUALIAN DARIPADA TATACARA PEROLEHAN KERAJAAN,,,,"This course offers a deep dive into PEROLEHAN KERAJAAN, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of PEROLEHAN practices.",48,
KFA0042,Government sustainable turnover,,,,"This course offers a deep dive into Government sustainable, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",48,
BZA0059,Preparation of Specifications and Quotation Scoring Scheme/Tender,,,,"This course offers a deep dive into Preparation of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Preparation practices.",48,
BZA0058,EPerolehan management,,,,"Explore the nuances of EPerolehan management with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",48,
IIA0025,Financial Management Procedures,,,,"This course offers a deep dive into Financial Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Financial practices.",48,
UZA0066,Empowering Government Procurement Management Based on Best Value For Money,,,,"This course offers a deep dive into Empowering Government, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Empowering practices.",48,
UZA0067,"Let's get to know the item, avoid a small breakdown",,,,"This course offers a deep dive into Let's get, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Let's practices.",48,
UZA0068,Competency Development Workshop Preparation Committee,,,,"This course offers a deep dive into Competency Development, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Competency practices.",48,
IIA0054,Preparation of Quotation/Tender Specifications & Preparation of Letter of Acceptance & Contract Documents,,,,"This course offers a deep dive into Preparation of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Preparation practices.",48,
SZA0057,Preparation of Specifications and Quotation Scoring Scheme/ Tender,,,,"This course offers a deep dive into Preparation of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Preparation practices.",48,
KBA0018,The construction of a young municipal municipal,,,,"This course offers a deep dive into The construction, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",49,
KBA0021,"Government official document writing (official letter, memo, email)",,,,"This course offers a deep dive into Government official, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",49,
KBA0022,"PENULISAN DOKUMEN RASMI KERAJAAN (MINIT MESYUARAT, KERTAS KERJA, LAPORAN)",,,,"This course offers a deep dive into PENULISAN DOKUMEN, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of PENULISAN practices.",49,
KBA0019,PEMANTAPAN MUNSYI MUDA BAHASA,,,,"This course offers a deep dive into PEMANTAPAN MUNSYI, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of PEMANTAPAN practices.",49,
KBA0024,The basis of writing the text of the government's speech,,,,"This course offers a deep dive into The basis, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",49,
BZA0040,"Government official document writing (official letter, memo and email)",,,,"This course offers a deep dive into Government official, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",49,
UZA0063,"Government official document writing (official letter, memo, email)",,,,"This course offers a deep dive into Government official, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",49,
KBA0026,Effective reading,,,,"Explore the nuances of Effective reading with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",49,
BZA0067,Workshop on articles and articles,,,,"This course offers a deep dive into Workshop on, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Workshop practices.",49,
KRA0001,Writing text of official council speech,,,,"This course offers a deep dive into Writing text, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Writing practices.",49,
KRA0002,Article Writing Techniques in Mass Media,,,,"This course offers a deep dive into Article Writing, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Article practices.",49,
SZA0056,"Government official document writing (official letter, memo and email)",,,,"This course offers a deep dive into Government official, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",49,
KBA0001,Power Up Your English Effective Letters and Emails,,,,"This course offers a deep dive into Power Up, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Power practices.",50,
KBA0016,Enhancing Delivery Service English for Functional Purposes,,,,"This course offers a deep dive into Enhancing Delivery, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Enhancing practices.",50,
KBA0015,POWER UP YOUR ENGLISH SPEAK BETTER ENGLISH,,,,"This course offers a deep dive into POWER UP, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of POWER practices.",50,
KBA0012,ENHANCING SERVICE DELIVERY SERIES ENGLISH FOR CUSTOMER SERVICE,,,,"This course offers a deep dive into ENHANCING SERVICE, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of ENHANCING practices.",50,
KBA0007,Language Awareness for Communication Success Basic Grammar,,,,"This course offers a deep dive into Language Awareness, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Language practices.",50,
KBA0013,Enhancing Service Delivery Series Effective Telephone Skills,,,,"This course offers a deep dive into Enhancing Service, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Enhancing practices.",50,
TZA0037,Language Awareness for Communicative Success Basic Grammar,,,,"This course offers a deep dive into Language Awareness, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Language practices.",50,
KBA0005,LANGUAGE AWARENESS FOR COMMUNICATIVE SUCCESS GRAMMAR ESSENTIALS,,,,"This course offers a deep dive into LANGUAGE AWARENESS, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of LANGUAGE practices.",50,
KBA0006,Power Up Your English Series Writing Essentials,,,,"This course offers a deep dive into Power Up, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Power practices.",50,
KBA0002,Power Up Your English Series Better Pronunciation,,,,"This course offers a deep dive into Power Up, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Power practices.",50,
KBA0003,Power Up Your English Series Effective Report Writing,,,,"This course offers a deep dive into Power Up, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Power practices.",50,
KBA0004,Power Up Your English Series Effective Oral Presentation,,,,"This course offers a deep dive into Power Up, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Power practices.",50,
WZA0043,Language Awareness for Communicative Success Grammar Essential,,,,"This course offers a deep dive into Language Awareness, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Language practices.",50,
WZA0018,Enhancing Delivery Service English for Customer Service,,,,"This course offers a deep dive into Enhancing Delivery, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Enhancing practices.",50,
KBA0014,Power up your english effective note taking and summarizing skills,,,,"This course offers a deep dive into Power up, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Power practices.",50,
KBE1001,DPA English Module for Effective Speaking and Writing,,,,"This course offers a deep dive into DPA English, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of DPA practices.",50,
SZA0011,LANGUAGE AWARENESS FOR COMMUNICATIVE SUCCESS BASIC GRAMMAR,,,,"This course offers a deep dive into LANGUAGE AWARENESS, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of LANGUAGE practices.",50,
KBA0023,Public Speaking Course Intan Talk your way to the top,,,,"This course offers a deep dive into Public Speaking, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Public practices.",50,
UZA0048,Enhancing Delivery Service English for Customer Service,,,,"This course offers a deep dive into Enhancing Delivery, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Enhancing practices.",50,
WZA0017,Enhancing Delivery Service Effective Telephone Skills,,,,"This course offers a deep dive into Enhancing Delivery, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Enhancing practices.",50,
UZA0024,Language Awareness for Communicative Success Basic Grammar,,,,"This course offers a deep dive into Language Awareness, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Language practices.",50,
WZA0069,POWER UP YOUR ENGLISH BETTER PRONUNCIATION,,,,"This course offers a deep dive into POWER UP, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of POWER practices.",50,
EEA0073,Speak Better English Course,,,,"This course offers a deep dive into Speak Better, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Speak practices.",50,
ISB0002,Better Pronunciation for RTM Newscasters,,,,"This course offers a deep dive into Better Pronunciation, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Better practices.",50,
KBA0010,Mandarin for Immigration Officer,,,,"This course offers a deep dive into Mandarin for, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mandarin practices.",51,
KBA0008,Mandarin language for daily interaction,,,,"This course offers a deep dive into Mandarin language, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mandarin practices.",51,
KBA0009,BAHASA MANDARIN INTENSIF,,,,"This course offers a deep dive into BAHASA MANDARIN, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of BAHASA practices.",51,
KBA0011,Mandarin language for customer service,,,,"This course offers a deep dive into Mandarin language, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mandarin practices.",51,
TZA0033,Mandarin language for daily interaction,,,,"This course offers a deep dive into Mandarin language, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mandarin practices.",51,
KBA0017,BAHASA MANDARIN KOMUNIKASI HARIAN TAHAP 1,,,,"This course offers a deep dive into BAHASA MANDARIN, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of BAHASA practices.",51,
KBA0030,Mandarin HSK Level 1,,,,"This course offers a deep dive into Mandarin HSK, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mandarin practices.",51,
WZA0070,Mandarin language for daily interaction,,,,"This course offers a deep dive into Mandarin language, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mandarin practices.",51,
KPB0001,PENSIJILAN PENGURUSAN PROJEK AWAM BERSEPADU (3PAB) JANGKA PANJANG,,,,"This course offers a deep dive into PENSIJILAN PENGURUSAN, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of PENSIJILAN practices.",52,
KPB0002,Integrated Public Project Management Certification (3pab) - Module I Formulation and Project Formation,,,,"This course offers a deep dive into Integrated Public, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Integrated practices.",52,
KPB0003,Integrated Public Project Management Certification (3pab) - Module II Project Planning,,,,"This course offers a deep dive into Integrated Public, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Integrated practices.",52,
KPE1002,Integrated Public Project Management DPA Module,,,,"This course offers a deep dive into Integrated Public, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Integrated practices.",52,
